orcid,predicted_faculties,prediction_confidence
0000-0003-4304-1956,phil,0.95
0000-0003-4306-9000,mint,1
0000-0003-4323-8767,sowi,0.95
0000-0003-4324-5967,med,0.95
0000-0003-4325-5495,mint,0.95
0000-0003-4334-5909,mint,0.95
0000-0003-4339-3804,med,1
0000-0003-4354-7711,agrar,1
0000-0003-4355-1411,sowi,0.95
0000-0003-4356-4458,mint,0.95
0000-0003-4366-5662,med,1
0000-0003-4369-7445,agrar,1
0000-0003-4371-6108,sowi,0.95
0000-0003-4372-3762,sowi,0.95
0000-0003-4377-8173,mint,1
0000-0003-4387-8158,sowi,0.95
0000-0003-4389-2945,agrar,1
0000-0003-4389-6911,mint,1
0000-0003-4395-9345,mint,1
0000-0003-4406-1756,sowi,1
0000-0003-4412-186X,mint,0.95
0000-0003-4414-0497,mint,0.95
0000-0003-4414-4009,sowi,0.95
0000-0003-4415-0273,med,1
0000-0003-4420-5318,mint,0.95
0000-0003-4423-3140,mint,1
0000-0003-4432-224X,med,0.95
0000-0003-4433-0231,med,1
0000-0003-4435-3839,mint,1
0000-0003-4437-5763,mint,1
0000-0003-4439-4374,med,1
0000-0003-4447-2002,agrar,0.95
0000-0003-4455-346X,sowi,0.95
0000-0003-4459-1124,agrar,0.95
0000-0003-4464-7802,mint,1
0000-0003-4476-8559,med,1
0000-0003-4496-244X,med,1
0000-0003-4496-5376,mint,0.85
0000-0003-4499-7327,med,1
0000-0003-4506-9717,sowi,0.95
0000-0003-4516-3391,phil,0.95
0000-0003-4525-3223,mint,1
0000-0003-4546-6202,sowi,0.9
0000-0003-4547-8983,agrar,1
0000-0003-4552-031X,med,0.98
0000-0003-4558-3417,med,1
0000-0003-4561-2281,med,1
0000-0003-4577-2525,mint,0.95
0000-0003-4580-139X,med,1
0000-0003-4591-9152,med,1
0000-0003-4597-0644,med,0.95
0000-0003-4597-1209,sowi,0.95
0000-0003-4597-248X,med,1
0000-0003-4598-9759,tech,0.95
0000-0003-4600-275X,mint,1
0000-0003-4602-8319,tech,1
0000-0003-4609-9176,phil,0.95
0000-0003-4614-2509,mint,0.95
0000-0003-4618-2789,NA,NA
0000-0003-4622-1303,mint,0.95
0000-0003-4628-8137,mint,0.95
0000-0003-4632-2382,sowi,0.95
0000-0003-4633-2011,sowi,0.95
0000-0003-4635-275X,mint,1
0000-0003-4636-3838,sowi,0.95
0000-0003-4637-5337,mint,0.95
0000-0003-4642-8013,sowi,0.95
0000-0003-4643-3664,mint,1
0000-0003-4644-7644,mint,1
0000-0003-4645-2881,mint,1
0000-0003-4647-1273,mint,1
0000-0003-4651-5520,sowi,1
0000-0003-4652-5358,sowi,0.95
0000-0003-4655-6269,med,1
0000-0003-4657-2568,mint,1
0000-0003-4669-3677,mint,0.95
0000-0003-4673-1792,mint,1
0000-0003-4681-1821,mint,1
0000-0003-4687-2763,sowi,0.95
0000-0003-4692-8843,med,1
0000-0003-4696-8941,mint,0.95
0000-0003-4698-7771,agrar,1
0000-0003-4701-1754,mint,1
0000-0003-4702-1282,phil,0.95
0000-0003-4707-777X,med,0.95
0000-0003-4708-0573,mint,1
0000-0003-4720-6906,mint,0.95
0000-0003-4728-8497,med,0.95
0000-0003-4734-7784,med,1
0000-0003-4735-6779,sowi,0.95
0000-0003-4742-0451,mint,0.95
0000-0003-4749-2826,mint,1
0000-0003-4757-4039,mint,0.95
0000-0003-4763-4521,med,1
0000-0003-4764-2740,med,1
0000-0003-4766-523X,mint,1
0000-0003-4767-3352,sowi,0.95
0000-0003-4768-5978,mint,1
0000-0003-4779-1703,mint,1
0000-0003-4781-2551,sowi,0.95
0000-0003-4788-6630,mint,1
0000-0003-4791-6051,med,1
0000-0003-4792-4991,med,1
0000-0003-4800-9509,sowi,0.95
0000-0003-4805-2208,mint,0.95
0000-0003-4810-1217,mint,0.95
0000-0003-4813-1547,agrar,0.95
0000-0003-4819-6287,sowi,0.95
0000-0003-4828-1529,med,0.95
0000-0003-4831-2751,mint,1
0000-0003-4835-2497,mint,1
0000-0003-4847-2691,mint,0.95
0000-0003-4849-8664,sowi,0.95
0000-0003-4857-3222,mint,0.95
0000-0003-4857-6087,mint,1
0000-0003-4858-9443,mint,0.95
0000-0003-4859-7865,sowi,0.95
0000-0003-4873-249X,mint,0.95
0000-0003-4874-3498,sowi,0.95
0000-0003-4875-1519,mint,0.95
0000-0003-4877-8287,mint,0.98
0000-0003-4883-7937,sowi,1
0000-0003-4890-5936,sowi,0.95
0000-0003-4894-4230,sowi,0.95
0000-0003-4900-0880,mint,1
0000-0003-4901-3657,sowi,0.95
0000-0003-4906-7620,med,0.95
0000-0003-4921-5056,mint,0.95
0000-0003-4929-9966,med,1
0000-0003-4938-7528,phil,0.95
0000-0003-4939-8243,sowi,0.95
0000-0003-4943-0231,mint,1
0000-0003-4955-8358,mint,0.95
0000-0003-4957-0509,med,0.95
0000-0003-4962-9232,mint,1
0000-0003-4964-2402,agrar,0.95
0000-0003-4965-186X,med,1
0000-0003-4974-6607,sowi,0.95
0000-0003-4979-7113,agrar,1
0000-0003-4984-9745,sowi,0.95
0000-0003-4986-163X,sowi,0.95
0000-0003-4995-027X,sowi,0.95
0000-0003-4997-364X,mint,1
0009-0000-0564-9974,med,0.95
0009-0000-0755-8152,mint,0.95
0009-0000-0785-6811,sowi,0.95
0009-0000-0988-7697,rewi,1
0009-0000-1028-8317,sowi,0.95
0009-0000-1081-3409,sowi,1
0009-0000-2481-8841,mint,1
0009-0000-2536-8002,jura,1
0009-0000-3312-2838,sowi,0.95
0009-0000-3623-6275,phil,0.95
0009-0000-3991-3497,mint,0.95
0009-0000-4098-9480,sowi,0.9
0009-0000-4298-5053,sowi,0.95
0009-0000-4473-5031,sowi,0.95
0009-0000-5853-4388,phil,0.95
0009-0000-6044-5368,mint,1
0009-0000-6083-5673,tech,0.95
0009-0000-6111-582X,mint,1
0009-0000-6143-3852,med,1
0009-0000-6151-082X,agrar,1
0009-0000-6470-3512,sowi,0.95
0009-0000-6512-6219,agrar,0.95
0009-0000-6718-1078,mint,1
0009-0000-6850-3454,sowi,0.95
0009-0000-6872-8418,phil,0.95
0009-0000-7258-3565,med,0.95
0009-0000-7920-4425,mint,1
0009-0000-8117-5213,med,1
0009-0000-8504-566X,rewi,0.95
0009-0000-8585-052X,tech,0.95
0009-0000-8973-8711,jura,1
0009-0000-9365-3171,mint,1
0009-0000-9376-1498,mint,0.95
0009-0000-9429-2195,NA,NA
0009-0000-9729-0494,med,1
0009-0000-9748-5769,sowi,1
0009-0001-2363-7130,mint,1
0009-0001-2422-8486,med,1
0009-0001-3423-4572,sowi,0.95
0009-0001-4736-4026,phil,0.95
0009-0001-4816-8916,phil,0.95
0009-0001-4864-7837,med,0.95
0009-0001-5125-3396,sowi,0.95
0009-0001-5385-7660,phil,0.95
0009-0001-5509-509X,agrar,0.95
0009-0001-5525-3860,sowi,0.95
0009-0001-5558-6913,sowi,0.95
0009-0001-6277-5464,med,1
0009-0001-6717-0456,phil,0.9
0009-0001-7437-7156,sowi,0.95
0009-0001-7448-7857,mint,0.95
0009-0001-7951-8130,mint,1
0009-0001-8948-5301,med,0.95
0009-0001-9547-7359,phil,0.95
0009-0001-9623-5634,mint,1
0009-0002-0093-616X,sowi,0.95
0009-0002-0970-2669,mint,1
0009-0002-1501-730X,med,1
0009-0002-1725-5117,agrar,1
0009-0002-1784-6064,mint,1
0009-0002-2006-7686,mint,1
0009-0002-2082-1116,phil,0.95
0009-0002-2171-2683,mint,1
0009-0002-2426-5663,tech,0.95
0009-0002-2745-1146,phil,0.95
0009-0002-3020-0444,sowi,0.95
0009-0002-3372-3734,sowi,0.95
0009-0002-4129-5880,med,1
0009-0002-4416-6339,med,1
0009-0002-4689-9536,mint,1
0009-0002-5223-4055,sowi,0.95
0009-0002-5474-4163,mint,0.95
0009-0002-5994-9731,med,1
0009-0002-6261-203X,mint,0.95
0009-0002-6327-8571,med,0.95
0009-0002-6676-8824,mint,0.95
0009-0002-6718-349X,phil,0.95
0009-0002-6897-7662,phil,0.95
0009-0002-7359-2409,med,0.95
0009-0002-9371-2965,med,0.95
0009-0002-9537-8120,mint,0.95
0009-0002-9628-6797,sowi,0.95
0009-0002-9706-7975,mint,0.95
0009-0003-0498-7551,mint,1
0009-0003-0609-0377,sowi,0.95
0009-0003-0734-018X,sowi,0.95
0009-0003-1455-3351,mint,1
0009-0003-1475-9915,med,1
0009-0003-1713-614X,mint,0.95
0009-0003-2169-3627,sowi,1
0009-0003-2629-7666,sowi,0.95
0009-0003-3828-212X,mint,1
0009-0003-5039-7229,agrar,1
0009-0003-5475-6604,agrar,1
0009-0003-5550-2024,med,1
0009-0003-6366-6248,sowi,0.95
0009-0003-6718-0675,tech,1
0009-0003-6894-4315,sowi,0.95
0009-0003-7272-8105,mint,0.95
0009-0003-7375-4567,mint,0.95
0009-0003-7575-1239,med,1
0009-0003-7813-8229,phil,0.95
0009-0003-8542-8590,med,0.95
0009-0003-8665-9761,sowi,0.95
0009-0003-9008-9335,med,1
0009-0003-9336-4419,med,1
0009-0004-0403-4571,sowi,0.9
0009-0004-0470-9962,agrar,0.95
0009-0004-0760-1068,med,1
0009-0004-1263-020X,sowi,0.95
0009-0004-1711-8571,mint,0.95
0009-0004-2137-0892,med,0.95
0009-0004-2224-8565,phil,0.95
0009-0004-2237-3219,sowi,0.95
0009-0004-2676-8912,med,0.95
0009-0004-3254-8422,mint,1
0009-0004-3687-6044,sowi,1
0009-0004-4356-5615,sowi,0.9
0009-0004-4703-9962,sowi,0.95
0009-0004-4764-2817,med,1
0009-0004-5531-4936,agrar,1
0009-0004-5613-1066,sowi,0.95
0009-0004-5894-8467,phil,0.95
0009-0004-6857-8551,mint,1
0009-0004-6967-1977,mint,0.95
0009-0004-7071-8648,med,0.95
0009-0004-7176-9463,med,1
0009-0004-7189-2672,sowi,0.9
0009-0004-7447-7589,sowi,0.95
0009-0004-7500-3537,mint,1
0009-0004-7934-2026,phil,0.95
0009-0004-8424-5765,agrar,0.95
0009-0004-8595-0773,med,1
0009-0004-9012-6981,mint,1
0009-0004-9143-1654,sowi,0.95
0009-0005-0924-2852,agrar,1
0009-0005-1049-9655,mint,1
0009-0005-1268-5750,med,1
0009-0005-1329-4241,mint,1
0009-0005-1433-9528,sowi,0.95
0009-0005-2542-6889,mint,0.95
0009-0005-2679-5483,med,1
0009-0005-2864-6916,mint,0.95
0009-0005-3051-3178,sowi,0.95
0009-0005-3326-0110,med,1
0009-0005-3378-1098,mint,1
0009-0005-3390-3294,med,1
0009-0005-3530-2644,agrar,0.95
0009-0005-3745-2021,sowi,0.5
0009-0005-4183-1817,med,1
0009-0005-4627-9283,mint,0.95
0009-0005-4870-2962,phil,0.98
0009-0005-5343-0818,med,1
0009-0005-5960-0785,sowi,0.95
0009-0005-6041-1586,mint,0.95
0009-0005-6792-7462,mint,1
0009-0005-7359-2304,sowi,1
0009-0005-8135-5288,phil,1
0009-0005-8150-3818,phil,0.95
0009-0005-8480-0965,med,0.95
0009-0005-8499-4747,NA,NA
0009-0005-8784-4584,med,1
0009-0005-9260-8340,med,1
0009-0005-9375-9618,mint,0.95
0009-0005-9573-895X,med,1
0009-0005-9888-5410,mint,0.95
0009-0006-0386-0278,mint,1
0009-0006-0404-4424,phil,1
0009-0006-0793-3139,mint,0.95
0009-0006-1301-8420,mint,1
0009-0006-1476-4361,phil,0.95
0009-0006-1682-4487,sowi,0.95
0009-0006-1966-6760,med,0.95
0009-0006-2095-0224,phil,0.95
0009-0006-2350-8319,med,1
0009-0006-2380-5946,sowi,0.95
0009-0006-2947-7939,agrar,1
0009-0006-2984-9704,med,1
0009-0006-3154-9225,mint,0.95
0009-0006-4210-1063,mint,0.95
0009-0006-4233-3788,mint,0.95
0009-0006-4527-6483,sowi,0.95
0009-0006-4642-6703,med,1
0009-0006-4867-1489,med,0.95
0009-0006-4890-0245,sowi,0.95
0009-0006-4899-726X,mint,0.95
0009-0006-6021-3069,med,1
0009-0006-6237-0586,med,0.95
0009-0006-6530-1017,mint,1
0009-0006-6918-7944,NA,NA
0009-0006-6983-8604,sowi,0.95
0009-0006-7018-9808,sowi,0.95
0009-0006-7437-6897,mint,1
0009-0006-7987-7922,agrar,0.95
0009-0006-8034-6272,mint,0.95
0009-0006-8771-5579,med,1
0009-0006-9311-3099,mint,0.95
0009-0006-9501-6452,phil,0.95
0009-0006-9529-8584,med,0.95
0009-0006-9540-8704,mint,0.98
0009-0007-0043-9207,mint,1
0009-0007-0195-7786,sowi,1
0009-0007-0972-1364,mint,0.95
0009-0007-1188-8438,med,0.95
0009-0007-1364-9801,tech,0.95
0009-0007-1571-9172,phil,0.98
0009-0007-1588-4055,med,1
0009-0007-1662-3471,med,0.95
0009-0007-2863-2746,mint,1
0009-0007-3045-4301,mint,0.95
0009-0007-3635-423X,mint,0.95
0009-0007-4136-3915,sowi,0.95
0009-0007-4426-3004,med,0.95
0009-0007-5166-8106,sowi,1
0009-0007-5222-8823,mint,1
0009-0007-5388-4881,mint,0.95
0009-0007-6180-5610,phil,0.95
0009-0007-6229-7435,sowi,0.95
0009-0007-6239-9407,mint,1
0009-0007-6242-1029,med,1
0009-0007-6300-4729,phil,0.95
0009-0007-7221-0209,phil,0.9
0009-0007-7941-3666,phil,1
0009-0007-8559-4723,mint,1
0009-0007-8742-2706,mint,1
0009-0007-8819-870X,mint,1
0009-0007-8886-0847,mint,0.95
0009-0007-9121-1709,phil,0.95
0009-0007-9468-0543,sowi,0.95
0009-0007-9597-4682,mint,0.95
0009-0007-9979-1971,med,1
0009-0008-0066-9173,phil,0.95
0009-0008-0163-4079,sowi,0.95
0009-0008-0413-140X,med,0.95
0009-0008-0886-5523,mint,0.95
0009-0008-0936-5432,sowi,0.95
0009-0008-1130-5201,agrar,1
0009-0008-1156-2320,med,1
0009-0008-1955-4472,tech,1
0009-0008-2162-9306,mint,1
0009-0008-2213-2756,mint,1
0009-0008-2311-8163,mint,1
0009-0008-2364-3208,sowi,0.95
0009-0008-2387-2625,mint,1
0009-0008-2836-1015,sowi,0.95
0009-0008-3265-5702,phil,1
0009-0008-3727-7202,med,1
0009-0008-3829-6704,mint,0.95
0009-0008-3838-5678,phil,0.95
0009-0008-3854-1570,mint,0.95
0009-0008-4041-5733,mint,0.95
0009-0008-4207-3060,sowi,0.95
0009-0008-4329-2388,mint,1
0009-0008-4863-798X,phil,0.95
0009-0008-5067-080X,mint,0.95
0009-0008-5385-8963,sowi,0.95
0009-0008-6088-3374,mint,1
0009-0008-6441-7733,med,0.95
0009-0008-7707-3861,mint,1
0009-0008-7841-6213,med,0.95
0009-0008-8302-6607,mint,0.95
0009-0008-8309-3842,sowi,0.9
0009-0008-9501-2755,mint,1
0009-0008-9630-9155,mint,1
0009-0009-0833-1350,sowi,0.95
0009-0009-0928-7945,agrar,0.95
0009-0009-1614-9655,sowi,0.9
0009-0009-1681-2162,mint,1
0009-0009-2423-8914,med,0.95
0009-0009-2881-3664,mint,0.95
0009-0009-3179-4361,mint,1
0009-0009-3638-322X,sowi,0.95
0009-0009-3698-8464,sowi,0.95
0009-0009-5046-0906,agrar,0.95
0009-0009-5207-8081,sowi,0.95
0009-0009-5423-8130,jura,1
0009-0009-5684-3449,jura,1
0009-0009-5822-4916,mint,0.95
0009-0009-7165-2595,mint,1
0009-0009-7305-3457,med,1
0009-0009-7525-0497,sowi,0.95
0009-0009-7546-5420,mint,0.95
0009-0009-8060-9054,med,1
0009-0009-8171-1640,jura,1
0009-0009-8353-3841,agrar,0.95
0009-0009-8495-8227,med,1
0009-0009-8596-8769,phil,0.95
0009-0009-9103-310X,mint,1
0009-0009-9228-1973,agrar,1
0009-0009-9982-3640,med,1
no_orcid_1,mint,0.95
no_orcid_10000,mint,0.95
no_orcid_10003,mint,1
no_orcid_10009,mint,1
no_orcid_10011,med,1
no_orcid_10017,phil,0.95
no_orcid_10018,med,1
no_orcid_10019,med,1
no_orcid_1002,med,1
no_orcid_10021,med,1
no_orcid_10022,med,1
no_orcid_10023,med,1
no_orcid_10024,med,1
no_orcid_10025,med,1
no_orcid_10026,med,1
no_orcid_10027,med,1
no_orcid_10028,med,1
no_orcid_1003,med,1
no_orcid_10030,med,1
no_orcid_10031,med,1
no_orcid_1004,med,1
no_orcid_10047,agrar,0.95
no_orcid_1005,med,1
no_orcid_10050,mint,0.95
no_orcid_10051,NA,NA
no_orcid_10056,phil,0.95
no_orcid_10061,med,1
no_orcid_10064,sowi,0.95
no_orcid_10069,med,1
no_orcid_1007,mint,0.95
no_orcid_10072,sowi,0.95
no_orcid_10073,sowi,0.95
no_orcid_10101,phil,0.95
no_orcid_10103,sowi,0.95
no_orcid_10109,sowi,0.95
no_orcid_10114,med,1
no_orcid_10122,sowi,0.95
no_orcid_10139,med,1
no_orcid_10140,med,1
no_orcid_10141,med,1
no_orcid_10143,phil,0.95
no_orcid_10145,phil,0.9
no_orcid_10146,sowi,0.95
no_orcid_10147,phil,0.95
no_orcid_1015,med,1
no_orcid_10157,sowi,0.95
no_orcid_1016,med,1
no_orcid_10160,sowi,1
no_orcid_10161,tech,1
no_orcid_10171,sowi,0.95
no_orcid_10181,mint,0.95
no_orcid_10182,sowi,0.95
no_orcid_10184,phil,0.95
no_orcid_10185,mint,1
no_orcid_10196,phil,0.95
no_orcid_10198,phil,0.95
no_orcid_10200,phil,0.95
no_orcid_10202,phil,0.95
no_orcid_10204,phil,0.95
no_orcid_10206,phil,0.95
no_orcid_10207,phil,0.95
no_orcid_10208,phil,0.95
no_orcid_10209,phil,0.95
no_orcid_10213,sowi,0.95
no_orcid_10214,sowi,0.95
no_orcid_10215,sowi,0.95
no_orcid_10216,sowi,0.95
no_orcid_10218,phil,0.95
no_orcid_10219,phil,0.95
no_orcid_10222,med,1
no_orcid_10228,agrar,0.95
no_orcid_10234,phil,0.95
no_orcid_10237,mint,1
no_orcid_10238,mint,0.9
no_orcid_10239,mint,0.95
no_orcid_10240,mint,0.9
no_orcid_1025,sowi,0.95
no_orcid_10257,mint,0.95
no_orcid_10261,sowi,0.95
no_orcid_10264,phil,0.85
no_orcid_10265,med,1
no_orcid_10271,mint,0.95
no_orcid_10276,mint,0.95
no_orcid_10277,mint,1
no_orcid_10279,mint,0.95
no_orcid_10283,agrar,1
no_orcid_1029,sowi,1
no_orcid_10291,mint,0.95
no_orcid_10292,mint,1
no_orcid_10296,mint,0.95
no_orcid_10297,mint,0.95
no_orcid_10298,mint,1
no_orcid_1030,med,1
no_orcid_10301,sowi,0.95
no_orcid_10304,med,0.95
no_orcid_10305,med,0.95
no_orcid_10306,phil,0.95
no_orcid_1031,med,1
no_orcid_10319,mint,1
no_orcid_1032,med,1
no_orcid_10322,phil,1
no_orcid_10329,phil,0.95
no_orcid_10330,jura,1
no_orcid_10333,phil,1
no_orcid_10338,mint,1
no_orcid_10347,med,1
no_orcid_1035,jura,1
no_orcid_10351,sowi,0.95
no_orcid_10353,sowi,0.9
no_orcid_10357,med,1
no_orcid_10360,med,1
no_orcid_10374,mint,0.95
no_orcid_10375,mint,1
no_orcid_10388,mint,0.95
no_orcid_10391,med,1
no_orcid_10392,med,1
no_orcid_10394,mint,0.95
no_orcid_1040,med,1
no_orcid_10411,med,1
no_orcid_10415,med,0.95
no_orcid_10418,sowi,0.95
no_orcid_1042,med,1
no_orcid_10425,mint,0.95
no_orcid_10439,med,1
no_orcid_10447,sowi,1
no_orcid_10448,med,1
no_orcid_10452,med,1
no_orcid_10456,med,1
no_orcid_1046,agrar,1
no_orcid_1047,med,0.95
no_orcid_10482,mint,1
no_orcid_10483,mint,1
no_orcid_10486,mint,1
no_orcid_10489,agrar,0.95
no_orcid_10493,mint,0.95
no_orcid_10494,mint,0.95
no_orcid_10504,mint,0.95
no_orcid_10508,mint,0.95
no_orcid_1051,mint,1
no_orcid_10518,med,1
no_orcid_10524,mint,0.9
no_orcid_10526,mint,0.9
no_orcid_10527,mint,0.9
no_orcid_1053,mint,1
no_orcid_10546,phil,1
no_orcid_10552,NA,NA
no_orcid_10554,med,0.95
no_orcid_1056,mint,1
no_orcid_10564,mint,1
no_orcid_10572,sowi,0.9
no_orcid_10580,med,1
no_orcid_10584,med,1
no_orcid_10590,tech,1
no_orcid_10593,sowi,0.95
no_orcid_10604,mint,0.9
no_orcid_10605,mint,0.9
no_orcid_10608,mint,0.9
no_orcid_10609,mint,0.9
no_orcid_10610,mint,0.9
no_orcid_10614,mint,0.9
no_orcid_10616,mint,0.9
no_orcid_10617,mint,0.9
no_orcid_10619,mint,0.9
no_orcid_10620,mint,0.9
no_orcid_10622,mint,0.9
no_orcid_10624,mint,0.9
no_orcid_10625,mint,0.9
no_orcid_10628,mint,0.9
no_orcid_10630,mint,0.9
no_orcid_10632,mint,0.9
no_orcid_10633,mint,0.9
no_orcid_1064,sowi,1
no_orcid_10644,phil,1
no_orcid_10647,med,0.95
no_orcid_10648,med,0.95
no_orcid_1065,sowi,0.95
no_orcid_10658,med,1
no_orcid_10661,sowi,0.95
no_orcid_10683,mint,0.9
no_orcid_10704,agrar,1
no_orcid_10707,med,0.95
no_orcid_10720,med,0.95
no_orcid_10726,sowi,0.95
no_orcid_1073,mint,1
no_orcid_10734,mint,0.95
no_orcid_10737,NA,NA
no_orcid_1074,mint,0.95
no_orcid_10745,med,1
no_orcid_10746,sowi,0.95
no_orcid_10747,tech,0.95
no_orcid_10748,tech,0.95
no_orcid_10757,med,1
no_orcid_1077,mint,1
no_orcid_10777,NA,NA
no_orcid_1078,mint,0.95
no_orcid_1079,mint,0.95
no_orcid_10790,mint,0.9
no_orcid_10793,med,1
no_orcid_10794,med,1
no_orcid_10799,mint,0.95
no_orcid_1080,mint,0.95
no_orcid_10814,agrar,0.95
no_orcid_10819,agrar,1
no_orcid_1082,mint,0.95
no_orcid_10821,mint,1
no_orcid_10829,med,1
no_orcid_10845,mint,0.95
no_orcid_10846,mint,1
no_orcid_10847,mint,1
no_orcid_10848,mint,1
no_orcid_1085,agrar,0.95
no_orcid_10854,mint,0.9
no_orcid_10855,mint,0.9
no_orcid_10859,mint,0.9
no_orcid_1086,agrar,0.95
no_orcid_10861,mint,0.8
no_orcid_10864,mint,0.8
no_orcid_10869,mint,0.8
no_orcid_1087,agrar,0.95
no_orcid_10878,med,1
no_orcid_10879,med,1
no_orcid_10881,mint,1
no_orcid_10888,med,1
no_orcid_10890,med,0.85
no_orcid_10891,med,1
no_orcid_10893,tech,1
no_orcid_10894,med,1
no_orcid_10895,med,1
no_orcid_10903,med,0.95
no_orcid_10904,med,0.95
no_orcid_10905,med,0.95
no_orcid_10906,med,0.95
no_orcid_10919,sowi,0.95
no_orcid_10922,sowi,1
no_orcid_10924,mint,0.8
no_orcid_10936,mint,0.95
no_orcid_10937,mint,0.95
no_orcid_10938,mint,0.95
no_orcid_10939,mint,0.95
no_orcid_1095,med,1
no_orcid_10954,sowi,0.95
no_orcid_10957,mint,1
no_orcid_1096,med,1
no_orcid_10967,mint,0.9
no_orcid_10987,sowi,0.95
no_orcid_1100,med,1
no_orcid_11002,med,1
no_orcid_1101,med,1
no_orcid_1104,mint,1
no_orcid_11049,med,1
no_orcid_1105,mint,1
no_orcid_11067,phil,0.95
no_orcid_11078,med,1
no_orcid_1108,jura,1
no_orcid_11084,mint,1
no_orcid_11096,sowi,0.95
no_orcid_11099,med,1
no_orcid_11101,med,1
no_orcid_11102,med,1
no_orcid_11103,med,1
no_orcid_11104,med,1
no_orcid_11105,med,1
no_orcid_11106,med,1
no_orcid_11107,tech,0.95
no_orcid_11109,sowi,0.95
no_orcid_1111,med,1
no_orcid_11115,phil,0.95
no_orcid_1114,mint,0.95
no_orcid_1115,mint,0.95
no_orcid_1132,mint,0.95
no_orcid_1133,med,1
no_orcid_1136,mint,0.95
no_orcid_1137,med,1
no_orcid_1139,med,1
no_orcid_1142,mint,0.95
no_orcid_1144,med,0.95
no_orcid_1145,med,0.95
no_orcid_1146,med,0.95
no_orcid_1147,med,0.95
no_orcid_1148,med,1
no_orcid_1149,mint,0.95
no_orcid_1150,med,1
no_orcid_1151,med,1
no_orcid_1152,med,1
no_orcid_1153,med,0.98
no_orcid_1154,med,0.98
no_orcid_1171,jura,0.95
no_orcid_1172,mint,1
no_orcid_1173,mint,1
no_orcid_1174,mint,1
no_orcid_1175,mint,1
no_orcid_1176,mint,1
no_orcid_1180,phil,0.95
no_orcid_1182,sowi,0.95
no_orcid_1183,jura,1
no_orcid_1184,phil,0.95
no_orcid_1189,med,1
no_orcid_1191,med,1
no_orcid_1192,med,1
no_orcid_1193,med,1
no_orcid_1194,med,1
no_orcid_1195,med,1
no_orcid_1196,phil,1
no_orcid_1197,mint,0.95
no_orcid_1199,phil,0.95
no_orcid_120,med,0.85
no_orcid_1201,agrar,1
no_orcid_1205,med,0.9
no_orcid_1209,sowi,0.95
no_orcid_1220,agrar,0.95
no_orcid_1221,agrar,0.95
no_orcid_1224,tech,1
no_orcid_1225,agrar,1
no_orcid_1228,agrar,0.95
no_orcid_1234,med,1
no_orcid_1238,sowi,0.95
no_orcid_1239,sowi,0.95
no_orcid_1246,mint,0.95
no_orcid_1249,med,1
no_orcid_1253,med,1
no_orcid_1257,med,1
no_orcid_1259,sowi,0.95
no_orcid_1260,med,1
no_orcid_1261,med,1
no_orcid_1262,med,1
no_orcid_1271,phil,0.9
no_orcid_1272,mint,1
no_orcid_128,mint,0.95
no_orcid_1284,sowi,0.95
no_orcid_1288,agrar,0.95
no_orcid_1289,agrar,0.95
no_orcid_129,mint,0.95
no_orcid_1290,jura,1
no_orcid_1291,sowi,0.95
no_orcid_1292,jura,1
no_orcid_1298,mint,0.95
no_orcid_130,mint,0.95
no_orcid_1302,med,0.95
no_orcid_1303,agrar,0.95
no_orcid_1307,mint,1
no_orcid_131,mint,0.95
no_orcid_1310,jura,1
no_orcid_1311,med,1
no_orcid_1312,med,1
no_orcid_1313,med,1
no_orcid_1314,med,1
no_orcid_1316,mint,1
no_orcid_1319,mint,1
no_orcid_1324,mint,1
no_orcid_1327,med,0.95
no_orcid_133,mint,0.95
no_orcid_1339,mint,1
no_orcid_134,mint,1
no_orcid_1341,agrar,0.95
no_orcid_1342,sowi,0.95
no_orcid_1353,mint,1
no_orcid_1354,mint,1
no_orcid_1355,mint,1
no_orcid_1356,med,1
no_orcid_1357,med,1
no_orcid_1359,med,1
no_orcid_1362,med,1
no_orcid_1364,sowi,0.95
no_orcid_1365,med,1
no_orcid_1369,agrar,0.95
no_orcid_1376,med,1
no_orcid_1377,med,1
no_orcid_1378,med,1
no_orcid_1379,med,1
no_orcid_138,med,1
no_orcid_1380,med,1
no_orcid_1381,med,1
no_orcid_1382,med,1
no_orcid_1383,med,1
no_orcid_1384,med,1
no_orcid_1385,agrar,0.95
no_orcid_1387,sowi,1
no_orcid_1388,jura,0.95
no_orcid_1391,med,0.95
no_orcid_1392,phil,0.95
no_orcid_1399,agrar,0.95
no_orcid_140,sowi,0.95
no_orcid_1401,mint,0.95
no_orcid_1404,mint,1
no_orcid_1405,mint,1
no_orcid_141,mint,0.9
no_orcid_1410,agrar,0.95
no_orcid_1415,mint,0.95
no_orcid_1416,mint,0.95
no_orcid_1417,med,1
no_orcid_1418,med,1
no_orcid_1419,med,1
no_orcid_1421,agrar,1
no_orcid_1422,sowi,0.95
no_orcid_1423,sowi,0.95
no_orcid_1424,sowi,0.95
no_orcid_1425,sowi,0.95
no_orcid_1426,med,0.95
no_orcid_1428,med,1
no_orcid_1429,med,1
no_orcid_1431,agrar,0.95
no_orcid_1432,agrar,1
no_orcid_1433,agrar,1
no_orcid_1434,agrar,1
no_orcid_1438,agrar,1
no_orcid_1439,sowi,0.95
no_orcid_1443,sowi,0.9
no_orcid_1445,phil,0.95
no_orcid_1446,mint,0.95
